"Blooket
Import Template",,,,,,,,,
53,"Convert 2π to degrees.",360°,90°,45°,330°,60,1,,
54,"Convert 0 to degrees.",90°,300°,240°,0°,60,4,,
55,"Convert 3π/2 to degrees.",270°,30°,315°,180°,60,1,,
56,"Convert 7π/4 to degrees.",0°,225°,315°,180°,60,3,,
57,"Convert π/3 to degrees.",90°,0°,60°,300°,60,3,,
58,"Convert π/4 to degrees.",45°,120°,300°,150°,60,1,,
59,"Convert 2π to degrees.",120°,0°,135°,360°,60,4,,
60,"Convert 3π/4 to degrees.",240°,315°,135°,180°,60,3,,
61,"Convert 2π/3 to degrees.",120°,0°,135°,225°,60,1,,
62,"Convert 7π/6 to degrees.",210°,120°,225°,315°,60,1,,
63,"Convert 11π/6 to degrees.",330°,135°,225°,0°,60,1,,
64,"Convert 7π/4 to degrees.",240°,315°,225°,60°,60,2,,
65,"Convert π to degrees.",240°,135°,180°,120°,60,3,,
66,"Convert 3π/4 to degrees.",330°,315°,135°,90°,60,3,,
67,"Convert 2π/3 to degrees.",120°,240°,150°,330°,60,1,,
68,"Convert π/2 to degrees.",120°,300°,90°,270°,60,3,,
69,"Convert 7π/4 to degrees.",210°,315°,0°,120°,60,2,,
70,"Convert 3π/2 to degrees.",270°,150°,210°,225°,60,1,,
71,"Convert 3π/4 to degrees.",240°,360°,150°,135°,60,4,,
72,"Convert π/3 to degrees.",45°,270°,60°,120°,60,3,,
73,"Convert 5π/3 to degrees.",30°,300°,0°,360°,60,2,,
74,"Convert 7π/6 to degrees.",90°,210°,270°,45°,60,2,,
75,"Convert π/6 to degrees.",270°,360°,180°,30°,60,4,,
76,"Convert 11π/6 to degrees.",330°,225°,60°,240°,60,1,,
77,"Convert π/3 to degrees.",150°,60°,45°,270°,60,2,,
78,"Convert 11π/6 to degrees.",315°,360°,135°,330°,60,4,,
79,"Convert π/3 to degrees.",60°,45°,240°,360°,60,1,,
80,"Convert 3π/4 to degrees.",150°,60°,135°,180°,60,3,,
81,"Convert 4π/3 to degrees.",225°,30°,240°,45°,60,3,,
82,"Convert 5π/3 to degrees.",300°,225°,330°,45°,60,1,,
83,"Convert π/4 to degrees.",300°,180°,60°,45°,60,4,,
84,"Convert 4π/3 to degrees.",90°,210°,315°,240°,60,4,,
85,"Convert 0 to degrees.",330°,0°,270°,30°,60,2,,
86,"Convert 7π/6 to degrees.",150°,300°,210°,270°,60,3,,
87,"Convert 5π/6 to degrees.",150°,210°,120°,45°,60,1,,
88,"Convert π to degrees.",90°,180°,120°,30°,60,2,,
89,"Convert 2π/3 to degrees.",90°,120°,45°,150°,60,2,,
90,"Convert 5π/4 to degrees.",225°,90°,0°,120°,60,1,,
91,"Convert π/3 to degrees.",360°,180°,300°,60°,60,4,,
92,"Convert 5π/3 to degrees.",150°,300°,240°,315°,60,2,,
93,"Convert π/2 to degrees.",45°,90°,60°,315°,60,2,,
94,"Convert 0 to degrees.",60°,225°,135°,0°,60,4,,
95,"Convert 4π/3 to degrees.",45°,210°,240°,0°,60,3,,
96,"Convert 5π/3 to degrees.",300°,360°,90°,240°,60,1,,
97,"Convert 7π/4 to degrees.",240°,30°,315°,0°,60,3,,
98,"Convert π/6 to degrees.",30°,150°,0°,210°,60,1,,
99,"Convert 2π to degrees.",210°,90°,120°,360°,60,4,,
100,"Convert π/3 to degrees.",180°,60°,225°,240°,60,2,,
101,"Convert 4π/3 to degrees.",300°,0°,30°,240°,60,4,,
102,"Convert 4π/3 to degrees.",240°,150°,225°,330°,60,1,,
103,"Convert 2π to degrees.",360°,135°,180°,120°,60,1,,
104,"Convert π/6 to degrees.",30°,0°,315°,45°,60,1,,
105,"Convert π to degrees.",45°,240°,180°,60°,60,3,,
106,"Convert π/6 to degrees.",330°,30°,240°,45°,60,2,,
107,"Convert 4π/3 to degrees.",135°,150°,240°,180°,60,3,,
108,"Convert π/6 to degrees.",30°,240°,0°,225°,60,1,,
109,"Convert 3π/4 to degrees.",225°,120°,360°,135°,60,4,,
110,"Convert 5π/3 to degrees.",300°,330°,225°,180°,60,1,,
111,"Convert π to degrees.",135°,180°,0°,240°,60,2,,
112,"Convert 0 to degrees.",180°,135°,225°,0°,60,4,,
113,"Convert π/6 to degrees.",315°,60°,150°,30°,60,4,,
114,"Convert 3π/2 to degrees.",60°,270°,210°,120°,60,2,,
115,"Convert π to degrees.",330°,180°,90°,210°,60,2,,
116,"Convert 7π/4 to degrees.",150°,315°,60°,0°,60,2,,
117,"Convert 5π/4 to degrees.",120°,150°,315°,225°,60,4,,
118,"Convert 4π/3 to degrees.",45°,240°,210°,360°,60,2,,
119,"Convert 11π/6 to degrees.",330°,150°,120°,210°,60,1,,
120,"Convert 4π/3 to degrees.",240°,0°,150°,180°,60,1,,
121,"Convert 3π/4 to degrees.",90°,240°,135°,45°,60,3,,
122,"Convert 5π/3 to degrees.",135°,300°,90°,0°,60,2,,
123,"Convert 0 to degrees.",360°,315°,45°,0°,60,4,,
124,"Convert 2π/3 to degrees.",180°,210°,120°,330°,60,3,,
125,"Convert 5π/3 to degrees.",180°,30°,90°,300°,60,4,,
126,"Convert π/2 to degrees.",360°,90°,210°,135°,60,2,,
127,"Convert 0 to degrees.",315°,90°,0°,150°,60,3,,
128,"Convert π/2 to degrees.",135°,90°,225°,210°,60,2,,
129,"Convert π/3 to degrees.",45°,315°,60°,210°,60,3,,
130,"Convert 3π/4 to degrees.",0°,120°,135°,60°,60,3,,
131,"Convert 3π/2 to degrees.",135°,330°,270°,30°,60,3,,
132,"Convert 5π/4 to degrees.",90°,225°,60°,135°,60,2,,
133,"Convert 7π/4 to degrees.",120°,330°,315°,0°,60,3,,
134,"Convert 5π/3 to degrees.",120°,135°,60°,300°,60,4,,
135,"Convert 7π/6 to degrees.",300°,210°,225°,135°,60,2,,
136,"Convert π/6 to degrees.",30°,150°,90°,135°,60,1,,
137,"Convert 4π/3 to degrees.",210°,270°,30°,240°,60,4,,
138,"Convert 0 to degrees.",330°,0°,225°,300°,60,2,,
139,"Convert 4π/3 to degrees.",180°,240°,150°,45°,60,2,,
140,"Convert π/2 to degrees.",90°,0°,60°,360°,60,1,,
141,"Convert 3π/4 to degrees.",330°,315°,240°,135°,60,4,,
142,"Convert 3π/4 to degrees.",150°,180°,135°,315°,60,3,,
143,"Convert 0 to degrees.",210°,0°,270°,120°,60,2,,
144,"Convert 0 to degrees.",0°,60°,240°,45°,60,1,,
145,"Convert 2π/3 to degrees.",270°,45°,0°,120°,60,4,,
146,"Convert π/4 to degrees.",330°,180°,45°,210°,60,3,,
147,"Convert π/2 to degrees.",300°,90°,225°,60°,60,2,,
148,"Convert 7π/4 to degrees.",210°,315°,150°,120°,60,2,,
149,"Convert π to degrees.",45°,270°,180°,30°,60,3,,
150,"Convert π/4 to degrees.",45°,210°,330°,240°,60,1,,
151,"Convert 7π/6 to degrees.",45°,210°,0°,150°,60,2,,
152,"Convert 4π/3 to degrees.",210°,330°,240°,180°,60,3,,
153,"Convert 11π/6 to degrees.",330°,135°,90°,180°,60,1,,
154,"Convert 5π/4 to degrees.",225°,210°,315°,300°,60,1,,
155,"Convert π/2 to degrees.",270°,180°,90°,315°,60,3,,
156,"Convert 2π to degrees.",315°,60°,90°,360°,60,4,,
157,"Convert 7π/4 to degrees.",90°,315°,270°,45°,60,2,,
158,"Convert π to degrees.",180°,90°,360°,240°,60,1,,
159,"Convert 3π/4 to degrees.",60°,135°,225°,360°,60,2,,
160,"Convert 7π/6 to degrees.",210°,150°,270°,0°,60,1,,
161,"Convert 5π/6 to degrees.",135°,150°,270°,120°,60,2,,
162,"Convert π/4 to degrees.",45°,0°,150°,240°,60,1,,
163,"Convert 7π/6 to degrees.",210°,30°,330°,0°,60,1,,
164,"Convert 7π/6 to degrees.",150°,210°,240°,330°,60,2,,
165,"Convert 5π/3 to degrees.",0°,210°,300°,120°,60,3,,
166,"Convert 5π/6 to degrees.",150°,330°,180°,45°,60,1,,
167,"Convert 0 to degrees.",0°,270°,135°,45°,60,1,,
168,"Convert 5π/3 to degrees.",315°,240°,300°,360°,60,3,,
169,"Convert 5π/3 to degrees.",270°,210°,60°,300°,60,4,,
170,"Convert π to degrees.",0°,45°,180°,135°,60,3,,
171,"Convert 7π/4 to degrees.",210°,45°,315°,240°,60,3,,
172,"Convert 11π/6 to degrees.",330°,135°,225°,315°,60,1,,
173,"Convert 2π/3 to degrees.",180°,210°,120°,300°,60,3,,
174,"Convert 4π/3 to degrees.",90°,30°,135°,240°,60,4,,
175,"Convert 2π to degrees.",150°,240°,360°,45°,60,3,,
176,"Convert 3π/4 to degrees.",330°,135°,0°,360°,60,2,,
177,"Convert 5π/6 to degrees.",150°,0°,180°,90°,60,1,,
178,"Convert 3π/2 to degrees.",210°,150°,135°,270°,60,4,,
179,"Convert π/3 to degrees.",120°,225°,60°,210°,60,3,,
180,"Convert 7π/6 to degrees.",360°,330°,210°,315°,60,3,,
181,"Convert 3π/4 to degrees.",270°,45°,330°,135°,60,4,,
182,"Convert 3π/2 to degrees.",360°,180°,270°,210°,60,3,,
183,"Convert 0 to degrees.",180°,360°,240°,0°,60,4,,
184,"Convert 0 to degrees.",135°,0°,180°,315°,60,2,,
185,"Convert 2π/3 to degrees.",300°,120°,240°,210°,60,2,,
186,"Convert 7π/6 to degrees.",210°,225°,330°,270°,60,1,,
187,"Convert 5π/4 to degrees.",225°,210°,60°,0°,60,1,,
188,"Convert 2π/3 to degrees.",135°,120°,270°,315°,60,2,,
189,"Convert π/3 to degrees.",90°,60°,360°,270°,60,2,,
190,"Convert π/2 to degrees.",240°,300°,45°,90°,60,4,,
191,"Convert 3π/4 to degrees.",240°,330°,135°,225°,60,3,,
192,"Convert 0 to degrees.",135°,0°,45°,240°,60,2,,
193,"Convert 4π/3 to degrees.",150°,330°,30°,240°,60,4,,
194,"Convert 0 to degrees.",240°,60°,30°,0°,60,4,,
195,"Convert 0 to degrees.",135°,330°,60°,0°,60,4,,
196,"Convert 5π/6 to degrees.",210°,300°,150°,0°,60,3,,
197,"Convert 11π/6 to degrees.",300°,330°,45°,120°,60,2,,
198,"Convert 0 to degrees.",240°,45°,315°,0°,60,4,,
199,"Convert 0 to degrees.",270°,45°,0°,150°,60,3,,
200,"Convert 7π/4 to degrees.",120°,135°,315°,180°,60,3,,
201,"Convert 5π/4 to degrees.",225°,360°,90°,150°,60,1,,
202,"Convert 5π/4 to degrees.",225°,45°,180°,60°,60,1,,
203,"Convert 5π/6 to degrees.",135°,120°,150°,330°,60,3,,
204,"Convert π/4 to degrees.",300°,45°,150°,240°,60,2,,
205,"Convert 5π/3 to degrees.",240°,330°,30°,300°,60,4,,
206,"Convert 2π/3 to degrees.",300°,45°,360°,120°,60,4,,
207,"Convert 3π/4 to degrees.",30°,135°,90°,300°,60,2,,
208,"Convert 0 to degrees.",135°,240°,150°,0°,60,4,,
209,"Convert 3π/4 to degrees.",135°,45°,60°,210°,60,1,,
210,"Convert π to degrees.",180°,210°,150°,90°,60,1,,
211,"Convert π/4 to degrees.",60°,210°,45°,300°,60,3,,
212,"Convert 3π/2 to degrees.",270°,330°,120°,150°,60,1,,
213,"Convert 4π/3 to degrees.",270°,135°,240°,330°,60,3,,
214,"Convert 2π/3 to degrees.",270°,330°,300°,120°,60,4,,
215,"Convert 5π/4 to degrees.",0°,225°,210°,150°,60,2,,
216,"Convert 11π/6 to degrees.",150°,240°,330°,180°,60,3,,
217,"Convert 3π/2 to degrees.",270°,180°,240°,330°,60,1,,
218,"Convert π/4 to degrees.",210°,135°,30°,45°,60,4,,
219,"Convert 2π to degrees.",135°,360°,30°,315°,60,2,,
220,"Convert 3π/4 to degrees.",0°,135°,150°,180°,60,2,,
221,"Convert 3π/2 to degrees.",210°,270°,60°,180°,60,2,,
222,"Convert 2π to degrees.",135°,360°,45°,60°,60,2,,
223,"Convert π/3 to degrees.",135°,225°,180°,60°,60,4,,
224,"Convert 11π/6 to degrees.",90°,360°,330°,150°,60,3,,
225,"Convert π/3 to degrees.",315°,60°,120°,330°,60,2,,
226,"Convert 2π/3 to degrees.",120°,240°,90°,60°,60,1,,
227,"Convert 2π to degrees.",135°,360°,240°,270°,60,2,,
228,"Convert 11π/6 to degrees.",315°,90°,330°,120°,60,3,,
229,"Convert 3π/2 to degrees.",300°,270°,180°,330°,60,2,,
230,"Convert π/4 to degrees.",45°,120°,30°,360°,60,1,,
231,"Convert 0 to degrees.",60°,210°,360°,0°,60,4,,
232,"Convert 0 to degrees.",120°,180°,60°,0°,60,4,,
233,"Convert 3π/4 to degrees.",270°,45°,0°,135°,60,4,,
234,"Convert π/2 to degrees.",90°,120°,300°,135°,60,1,,
235,"Convert π/3 to degrees.",315°,330°,135°,60°,60,4,,
236,"Convert 7π/4 to degrees.",270°,135°,315°,0°,60,3,,
237,"Convert π/6 to degrees.",0°,30°,300°,270°,60,2,,
238,"Convert π to degrees.",150°,180°,120°,270°,60,2,,
239,"Convert 2π/3 to degrees.",270°,135°,120°,60°,60,3,,
240,"Convert 2π/3 to degrees.",210°,120°,330°,360°,60,2,,
241,"Convert π/2 to degrees.",300°,90°,120°,30°,60,2,,
242,"Convert π to degrees.",120°,300°,180°,225°,60,3,,
243,"Convert 7π/4 to degrees.",210°,240°,315°,60°,60,3,,
244,"Convert 5π/4 to degrees.",90°,270°,0°,225°,60,4,,
245,"Convert 7π/6 to degrees.",180°,210°,45°,120°,60,2,,
246,"Convert π/6 to degrees.",135°,30°,90°,360°,60,2,,
247,"Convert 3π/4 to degrees.",300°,135°,225°,240°,60,2,,
248,"Convert 3π/2 to degrees.",120°,270°,330°,60°,60,2,,
249,"Convert 7π/6 to degrees.",150°,210°,45°,90°,60,2,,
250,"Convert 7π/6 to degrees.",150°,360°,315°,210°,60,4,,
251,"Convert π/3 to degrees.",270°,60°,225°,330°,60,2,,
252,"Convert π/6 to degrees.",30°,360°,240°,315°,60,1,,
253,"Convert 3π/2 to degrees.",240°,330°,270°,150°,60,3,,
254,"Convert 7π/6 to degrees.",135°,330°,90°,210°,60,4,,
255,"Convert 5π/6 to degrees.",150°,135°,360°,225°,60,1,,
256,"Convert π to degrees.",150°,180°,330°,30°,60,2,,
257,"Convert π/4 to degrees.",60°,150°,315°,45°,60,4,,
258,"Convert π/2 to degrees.",210°,300°,225°,90°,60,4,,
259,"Convert π/2 to degrees.",180°,90°,0°,60°,60,2,,
260,"Convert π/3 to degrees.",30°,135°,60°,330°,60,3,,
261,"Convert 0 to degrees.",90°,300°,0°,270°,60,3,,
262,"Convert π to degrees.",180°,315°,30°,300°,60,1,,
263,"Convert 7π/6 to degrees.",180°,210°,150°,240°,60,2,,
264,"Convert 11π/6 to degrees.",300°,45°,120°,330°,60,4,,
265,"Convert 5π/6 to degrees.",180°,150°,60°,45°,60,2,,
266,"Convert 0 to degrees.",150°,30°,0°,210°,60,3,,
267,"Convert 3π/4 to degrees.",135°,225°,150°,240°,60,1,,
268,"Convert 5π/4 to degrees.",180°,225°,360°,90°,60,2,,
269,"Convert π/3 to degrees.",60°,135°,330°,45°,60,1,,
270,"Convert π/2 to degrees.",315°,90°,270°,60°,60,2,,
271,"Convert 2π to degrees.",240°,315°,360°,210°,60,3,,
272,"Convert π/3 to degrees.",30°,60°,270°,210°,60,2,,
273,"Convert π to degrees.",180°,150°,210°,300°,60,1,,
274,"Convert π/2 to degrees.",225°,360°,90°,330°,60,3,,
275,"Convert 7π/4 to degrees.",120°,135°,45°,315°,60,4,,
276,"Convert 3π/4 to degrees.",330°,135°,120°,90°,60,2,,
277,"Convert 2π to degrees.",90°,360°,45°,30°,60,2,,
278,"Convert 3π/4 to degrees.",90°,135°,300°,240°,60,2,,
279,"Convert 7π/4 to degrees.",120°,315°,240°,150°,60,2,,
280,"Convert 5π/6 to degrees.",270°,300°,315°,150°,60,4,,
281,"Convert 5π/3 to degrees.",90°,300°,225°,315°,60,2,,
282,"Convert 0 to degrees.",150°,240°,90°,0°,60,4,,
283,"Convert π/3 to degrees.",60°,330°,135°,150°,60,1,,
284,"Convert 3π/2 to degrees.",0°,90°,270°,300°,60,3,,
285,"Convert π to degrees.",30°,120°,225°,180°,60,4,,
286,"Convert 2π to degrees.",360°,150°,135°,330°,60,1,,
287,"Convert 3π/4 to degrees.",300°,330°,135°,90°,60,3,,
288,"Convert 2π to degrees.",240°,330°,120°,360°,60,4,,
289,"Convert π/4 to degrees.",330°,135°,45°,180°,60,3,,
290,"Convert 7π/6 to degrees.",210°,120°,225°,90°,60,1,,
291,"Convert 0 to degrees.",210°,300°,0°,90°,60,3,,
292,"Convert 7π/4 to degrees.",240°,120°,315°,330°,60,3,,
293,"Convert 5π/4 to degrees.",225°,300°,45°,270°,60,1,,
294,"Convert 0 to degrees.",360°,240°,0°,30°,60,3,,
295,"Convert π/4 to degrees.",45°,90°,180°,240°,60,1,,
296,"Convert 2π/3 to degrees.",225°,150°,120°,315°,60,3,,
297,"Convert 5π/3 to degrees.",180°,90°,300°,135°,60,3,,
298,"Convert 3π/2 to degrees.",225°,270°,0°,315°,60,2,,
299,"Convert π/6 to degrees.",300°,150°,30°,135°,60,3,,
300,"Convert 11π/6 to degrees.",300°,330°,180°,270°,60,2,,
301,"Convert π/6 to degrees.",90°,30°,300°,315°,60,2,,
302,"Convert 11π/6 to degrees.",210°,60°,150°,330°,60,4,,
303,"Convert 11π/6 to degrees.",330°,30°,90°,120°,60,1,,
304,"Convert 5π/3 to degrees.",120°,300°,270°,150°,60,2,,
305,"Convert 2π/3 to degrees.",0°,120°,270°,210°,60,2,,
306,"Convert π/2 to degrees.",90°,315°,180°,0°,60,1,,
307,"Convert π/3 to degrees.",120°,30°,60°,210°,60,3,,
308,"Convert π/4 to degrees.",360°,45°,270°,150°,60,2,,
309,"Convert 3π/4 to degrees.",150°,225°,60°,135°,60,4,,
310,"Convert 3π/2 to degrees.",0°,30°,150°,270°,60,4,,
311,"Convert 3π/4 to degrees.",225°,270°,135°,300°,60,3,,
312,"Convert 2π/3 to degrees.",120°,30°,210°,270°,60,1,,
313,"Convert 2π to degrees.",150°,360°,135°,300°,60,2,,
314,"Convert 2π to degrees.",225°,360°,150°,270°,60,2,,
315,"Convert 0 to degrees.",0°,90°,60°,180°,60,1,,
316,"Convert 0 to degrees.",45°,0°,90°,135°,60,2,,
317,"Convert 11π/6 to degrees.",330°,90°,135°,45°,60,1,,
318,"Convert 7π/4 to degrees.",180°,270°,300°,315°,60,4,,
319,"Convert π/6 to degrees.",30°,150°,60°,90°,60,1,,
320,"Convert 2π to degrees.",360°,150°,210°,120°,60,1,,
321,"Convert 2π to degrees.",330°,360°,150°,210°,60,2,,
322,"Convert π to degrees.",60°,180°,315°,240°,60,2,,
323,"Convert 5π/4 to degrees.",225°,180°,45°,60°,60,1,,
324,"Convert 3π/2 to degrees.",270°,150°,360°,120°,60,1,,
325,"Convert π to degrees.",30°,45°,180°,225°,60,3,,
326,"Convert 5π/6 to degrees.",30°,210°,150°,270°,60,3,,
327,"Convert 2π to degrees.",330°,300°,360°,240°,60,3,,
328,"Convert 5π/6 to degrees.",360°,330°,300°,150°,60,4,,
329,"Convert π/2 to degrees.",90°,315°,210°,150°,60,1,,
330,"Convert 2π to degrees.",0°,360°,120°,30°,60,2,,
331,"Convert π to degrees.",0°,360°,225°,180°,60,4,,
332,"Convert 5π/6 to degrees.",270°,150°,120°,0°,60,2,,
333,"Convert 11π/6 to degrees.",330°,150°,135°,240°,60,1,,
334,"Convert π/3 to degrees.",210°,150°,60°,360°,60,3,,
335,"Convert π to degrees.",180°,360°,225°,315°,60,1,,
336,"Convert 7π/6 to degrees.",210°,45°,30°,330°,60,1,,
337,"Convert 0 to degrees.",360°,0°,330°,300°,60,2,,
338,"Convert 5π/6 to degrees.",330°,210°,150°,60°,60,3,,
339,"Convert π/3 to degrees.",225°,60°,210°,300°,60,2,,
340,"Convert 5π/4 to degrees.",0°,225°,270°,30°,60,2,,
341,"Convert 7π/4 to degrees.",180°,330°,60°,315°,60,4,,
342,"Convert 5π/6 to degrees.",60°,360°,0°,150°,60,4,,
343,"Convert 0 to degrees.",0°,210°,225°,270°,60,1,,
344,"Convert 3π/2 to degrees.",240°,135°,270°,120°,60,3,,
345,"Convert 7π/4 to degrees.",135°,225°,315°,360°,60,3,,
346,"Convert 5π/3 to degrees.",315°,300°,270°,0°,60,2,,
347,"Convert π/3 to degrees.",60°,0°,330°,120°,60,1,,
348,"Convert 11π/6 to degrees.",360°,315°,330°,150°,60,3,,
349,"Convert π/3 to degrees.",90°,60°,135°,360°,60,2,,
350,"Convert π/4 to degrees.",45°,60°,240°,150°,60,1,,
351,"Convert 2π/3 to degrees.",180°,120°,135°,225°,60,2,,
352,"Convert π/3 to degrees.",60°,30°,135°,210°,60,1,,
353,"Convert 5π/6 to degrees.",270°,360°,120°,150°,60,4,,
354,"Convert π/3 to degrees.",360°,180°,225°,60°,60,4,,
355,"Convert π/6 to degrees.",210°,30°,225°,330°,60,2,,
356,"Convert π/6 to degrees.",315°,30°,210°,135°,60,2,,
357,"Convert 2π/3 to degrees.",60°,120°,30°,210°,60,2,,
358,"Convert 11π/6 to degrees.",60°,330°,225°,45°,60,2,,
359,"Convert 2π to degrees.",0°,300°,360°,135°,60,3,,
360,"Convert 2π/3 to degrees.",225°,360°,120°,135°,60,3,,
361,"Convert 7π/6 to degrees.",240°,225°,0°,210°,60,4,,
362,"Convert 7π/4 to degrees.",315°,120°,210°,360°,60,1,,
363,"Convert 3π/4 to degrees.",135°,90°,240°,225°,60,1,,
364,"Convert π/2 to degrees.",0°,135°,90°,30°,60,3,,
365,"Convert 5π/6 to degrees.",150°,30°,210°,60°,60,1,,
366,"Convert 7π/4 to degrees.",150°,210°,30°,315°,60,4,,
367,"Convert 2π to degrees.",0°,60°,45°,360°,60,4,,
368,"Convert π/4 to degrees.",30°,330°,60°,45°,60,4,,
369,"Convert 4π/3 to degrees.",0°,240°,225°,90°,60,2,,
370,"Convert 0 to degrees.",360°,0°,45°,300°,60,2,,
371,"Convert 5π/4 to degrees.",360°,225°,315°,300°,60,2,,
372,"Convert π to degrees.",210°,270°,180°,120°,60,3,,
373,"Convert 2π to degrees.",0°,315°,270°,360°,60,4,,
374,"Convert 5π/3 to degrees.",300°,225°,330°,150°,60,1,,
375,"Convert 11π/6 to degrees.",330°,225°,135°,300°,60,1,,
376,"Convert π to degrees.",30°,150°,60°,180°,60,4,,
377,"Convert 2π/3 to degrees.",225°,120°,270°,180°,60,2,,
378,"Convert 5π/4 to degrees.",150°,360°,120°,225°,60,4,,
379,"Convert 5π/6 to degrees.",315°,90°,180°,150°,60,4,,
380,"Convert π/6 to degrees.",90°,180°,330°,30°,60,4,,
381,"Convert π/6 to degrees.",30°,360°,0°,210°,60,1,,
382,"Convert 11π/6 to degrees.",60°,315°,180°,330°,60,4,,
383,"Convert 3π/4 to degrees.",300°,90°,360°,135°,60,4,,
384,"Convert 3π/4 to degrees.",120°,210°,135°,150°,60,3,,
385,"Convert 5π/4 to degrees.",45°,135°,225°,360°,60,3,,
386,"Convert π/6 to degrees.",30°,225°,0°,90°,60,1,,
387,"Convert 5π/6 to degrees.",150°,240°,90°,360°,60,1,,
388,"Convert 3π/4 to degrees.",225°,300°,330°,135°,60,4,,
389,"Convert 7π/6 to degrees.",45°,300°,210°,360°,60,3,,
390,"Convert π/6 to degrees.",120°,45°,270°,30°,60,4,,
391,"Convert 5π/4 to degrees.",315°,90°,0°,225°,60,4,,
392,"Convert 3π/4 to degrees.",45°,90°,240°,135°,60,4,,
393,"Convert 4π/3 to degrees.",240°,225°,90°,60°,60,1,,
394,"Convert 0 to degrees.",360°,0°,315°,150°,60,2,,
395,"Convert 5π/6 to degrees.",120°,45°,150°,240°,60,3,,
396,"Convert 11π/6 to degrees.",330°,315°,45°,30°,60,1,,
397,"Convert 7π/6 to degrees.",300°,60°,210°,180°,60,3,,
398,"Convert 11π/6 to degrees.",135°,330°,0°,210°,60,2,,
