61,"Solve for x.

9=x/7",63,x=63,,,60,,,typing
62,"Solve for x.

36=x*4",9,x=9,,,60,,,typing
63,"Solve for x.

x-6=3",9,x=9,,,60,,,typing
64,"Solve for x.

x/9=5",45,x=45,,,60,,,typing
65,"Solve for x.

6=x/9",54,x=54,,,60,,,typing
66,"Solve for x.

32/x=4",8,x=8,,,60,,,typing
67,"Solve for x.

4=9-x",5,x=5,,,60,,,typing
68,"Solve for x.

3=15/x",5,x=5,,,60,,,typing
69,"Solve for x.

5=15/x",3,x=3,,,60,,,typing
70,"Solve for x.

9=x-5",14,x=14,,,60,,,typing
71,"Solve for x.

12-x=4",8,x=8,,,60,,,typing
72,"Solve for x.

4=36/x",9,x=9,,,60,,,typing
73,"Solve for x.

x/7=2",14,x=14,,,60,,,typing
74,"Solve for x.

32=x*4",8,x=8,,,60,,,typing
75,"Solve for x.

20/x=4",5,x=5,,,60,,,typing
76,"Solve for x.

x/2=9",18,x=18,,,60,,,typing
77,"Solve for x.

x-3=4",7,x=7,,,60,,,typing
78,"Solve for x.

x-3=7",10,x=10,,,60,,,typing
79,"Solve for x.

4=13-x",9,x=9,,,60,,,typing
80,"Solve for x.

9-x=2",7,x=7,,,60,,,typing
81,"Solve for x.

3=x/8",24,x=24,,,60,,,typing
82,"Solve for x.

x/5=3",15,x=15,,,60,,,typing
83,"Solve for x.

18=x*3",6,x=6,,,60,,,typing
84,"Solve for x.

3=x-2",5,x=5,,,60,,,typing
85,"Solve for x.

x*3=27",9,x=9,,,60,,,typing
86,"Solve for x.

x*2=8",4,x=4,,,60,,,typing
87,"Solve for x.

7*x=63",9,x=9,,,60,,,typing
88,"Solve for x.

7=14/x",2,x=2,,,60,,,typing
89,"Solve for x.

11-x=4",7,x=7,,,60,,,typing
90,"Solve for x.

4=x-3",7,x=7,,,60,,,typing
91,"Solve for x.

x-3=4",7,x=7,,,60,,,typing
92,"Solve for x.

x/3=6",18,x=18,,,60,,,typing
93,"Solve for x.

2=x/6",12,x=12,,,60,,,typing
94,"Solve for x.

8=3+x",5,x=5,,,60,,,typing
95,"Solve for x.

9=54/x",6,x=6,,,60,,,typing
96,"Solve for x.

9=x-6",15,x=15,,,60,,,typing
97,"Solve for x.

6=24/x",4,x=4,,,60,,,typing
98,"Solve for x.

x/2=4",8,x=8,,,60,,,typing
99,"Solve for x.

48=8*x",6,x=6,,,60,,,typing
100,"Solve for x.

18/x=2",9,x=9,,,60,,,typing
101,"Solve for x.

2+x=8",6,x=6,,,60,,,typing
102,"Solve for x.

30=5*x",6,x=6,,,60,,,typing
103,"Solve for x.

7=x/2",14,x=14,,,60,,,typing
104,"Solve for x.

x/4=8",32,x=32,,,60,,,typing
105,"Solve for x.

2=x/8",16,x=16,,,60,,,typing
106,"Solve for x.

3*x=21",7,x=7,,,60,,,typing
107,"Solve for x.

6=x/5",30,x=30,,,60,,,typing
108,"Solve for x.

12-x=9",3,x=3,,,60,,,typing
109,"Solve for x.

12-x=9",3,x=3,,,60,,,typing
110,"Solve for x.

32=x*8",4,x=4,,,60,,,typing
111,"Solve for x.

11=6+x",5,x=5,,,60,,,typing
112,"Solve for x.

8*x=16",2,x=2,,,60,,,typing
113,"Solve for x.

8=x-7",15,x=15,,,60,,,typing
114,"Solve for x.

9=18/x",2,x=2,,,60,,,typing
115,"Solve for x.

x-5=2",7,x=7,,,60,,,typing
116,"Solve for x.

7=x-9",16,x=16,,,60,,,typing
117,"Solve for x.

x/8=2",16,x=16,,,60,,,typing
118,"Solve for x.

5+x=9",4,x=4,,,60,,,typing
119,"Solve for x.

6=8-x",2,x=2,,,60,,,typing
120,"Solve for x.

12/x=2",6,x=6,,,60,,,typing
121,"Solve for x.

7+x=11",4,x=4,,,60,,,typing
122,"Solve for x.

9=x-7",16,x=16,,,60,,,typing
123,"Solve for x.

x-2=8",10,x=10,,,60,,,typing
124,"Solve for x.

x*8=32",4,x=4,,,60,,,typing
125,"Solve for x.

7=15-x",8,x=8,,,60,,,typing
126,"Solve for x.

x/2=7",14,x=14,,,60,,,typing
127,"Solve for x.

8+x=11",3,x=3,,,60,,,typing
128,"Solve for x.

x-5=8",13,x=13,,,60,,,typing
129,"Solve for x.

7=9-x",2,x=2,,,60,,,typing
130,"Solve for x.

x/5=7",35,x=35,,,60,,,typing
131,"Solve for x.

8-x=2",6,x=6,,,60,,,typing
132,"Solve for x.

9+x=13",4,x=4,,,60,,,typing
133,"Solve for x.

18=x*6",3,x=3,,,60,,,typing
134,"Solve for x.

5=13-x",8,x=8,,,60,,,typing
135,"Solve for x.

4*x=28",7,x=7,,,60,,,typing
136,"Solve for x.

4+x=6",2,x=2,,,60,,,typing
137,"Solve for x.

3=x/7",21,x=21,,,60,,,typing
138,"Solve for x.

8*x=72",9,x=9,,,60,,,typing
139,"Solve for x.

8-x=3",5,x=5,,,60,,,typing
140,"Solve for x.

6+x=10",4,x=4,,,60,,,typing
141,"Solve for x.

9=5+x",4,x=4,,,60,,,typing
142,"Solve for x.

x*6=18",3,x=3,,,60,,,typing
143,"Solve for x.

9=45/x",5,x=5,,,60,,,typing
144,"Solve for x.

9+x=12",3,x=3,,,60,,,typing
145,"Solve for x.

x+7=10",3,x=3,,,60,,,typing
146,"Solve for x.

2=x/3",6,x=6,,,60,,,typing
147,"Solve for x.

2=x/6",12,x=12,,,60,,,typing
148,"Solve for x.

7=56/x",8,x=8,,,60,,,typing
149,"Solve for x.

16-x=7",9,x=9,,,60,,,typing
150,"Solve for x.

35/x=7",5,x=5,,,60,,,typing
151,"Solve for x.

45=x*9",5,x=5,,,60,,,typing
152,"Solve for x.

3=7-x",4,x=4,,,60,,,typing
153,"Solve for x.

4=20/x",5,x=5,,,60,,,typing
154,"Solve for x.

2+x=10",8,x=8,,,60,,,typing
155,"Solve for x.

x+5=11",6,x=6,,,60,,,typing
156,"Solve for x.

5=8-x",3,x=3,,,60,,,typing
157,"Solve for x.

11=6+x",5,x=5,,,60,,,typing
158,"Solve for x.

10/x=2",5,x=5,,,60,,,typing
159,"Solve for x.

9=36/x",4,x=4,,,60,,,typing
160,"Solve for x.

7+x=12",5,x=5,,,60,,,typing
161,"Solve for x.

2=x-8",10,x=10,,,60,,,typing
162,"Solve for x.

2=x-7",9,x=9,,,60,,,typing
163,"Solve for x.

8=x-4",12,x=12,,,60,,,typing
164,"Solve for x.

10-x=3",7,x=7,,,60,,,typing
165,"Solve for x.

x-3=9",12,x=12,,,60,,,typing
166,"Solve for x.

5=14-x",9,x=9,,,60,,,typing
167,"Solve for x.

12=3+x",9,x=9,,,60,,,typing
168,"Solve for x.

5=12-x",7,x=7,,,60,,,typing
169,"Solve for x.

3=12/x",4,x=4,,,60,,,typing
170,"Solve for x.

72/x=8",9,x=9,,,60,,,typing
171,"Solve for x.

3=x/5",15,x=15,,,60,,,typing
172,"Solve for x.

x/6=3",18,x=18,,,60,,,typing
173,"Solve for x.

4*x=32",8,x=8,,,60,,,typing
174,"Solve for x.

x/3=4",12,x=12,,,60,,,typing
175,"Solve for x.

7=12-x",5,x=5,,,60,,,typing
176,"Solve for x.

6=14-x",8,x=8,,,60,,,typing
177,"Solve for x.

5=x-9",14,x=14,,,60,,,typing
178,"Solve for x.

13=x+7",6,x=6,,,60,,,typing
179,"Solve for x.

9=27/x",3,x=3,,,60,,,typing
180,"Solve for x.

7=x-4",11,x=11,,,60,,,typing
181,"Solve for x.

9=x-6",15,x=15,,,60,,,typing
182,"Solve for x.

x-5=6",11,x=11,,,60,,,typing
183,"Solve for x.

x-5=9",14,x=14,,,60,,,typing
184,"Solve for x.

3=x/7",21,x=21,,,60,,,typing
185,"Solve for x.

10=6+x",4,x=4,,,60,,,typing
186,"Solve for x.

7=x/9",63,x=63,,,60,,,typing
187,"Solve for x.

6=48/x",8,x=8,,,60,,,typing
188,"Solve for x.

x/6=9",54,x=54,,,60,,,typing
189,"Solve for x.

48/x=6",8,x=8,,,60,,,typing
190,"Solve for x.

63/x=7",9,x=9,,,60,,,typing
191,"Solve for x.

10-x=2",8,x=8,,,60,,,typing
192,"Solve for x.

3+x=8",5,x=5,,,60,,,typing
193,"Solve for x.

9=12-x",3,x=3,,,60,,,typing
194,"Solve for x.

9=54/x",6,x=6,,,60,,,typing
195,"Solve for x.

5=x-7",12,x=12,,,60,,,typing
196,"Solve for x.

6=x/7",42,x=42,,,60,,,typing
197,"Solve for x.

20=x*5",4,x=4,,,60,,,typing
198,"Solve for x.

3=12/x",4,x=4,,,60,,,typing
199,"Solve for x.

x-3=9",12,x=12,,,60,,,typing
200,"Solve for x.

27=x*9",3,x=3,,,60,,,typing
201,"Solve for x.

10=x+6",4,x=4,,,60,,,typing
202,"Solve for x.

x*7=35",5,x=5,,,60,,,typing
203,"Solve for x.

x/3=5",15,x=15,,,60,,,typing
204,"Solve for x.

12-x=9",3,x=3,,,60,,,typing
205,"Solve for x.

6=9-x",3,x=3,,,60,,,typing
206,"Solve for x.

x-3=2",5,x=5,,,60,,,typing
207,"Solve for x.

2=7-x",5,x=5,,,60,,,typing
208,"Solve for x.

4=24/x",6,x=6,,,60,,,typing
209,"Solve for x.

6=x-4",10,x=10,,,60,,,typing
210,"Solve for x.

3=27/x",9,x=9,,,60,,,typing
211,"Solve for x.

30=x*5",6,x=6,,,60,,,typing
212,"Solve for x.

x+3=8",5,x=5,,,60,,,typing
213,"Solve for x.

x/9=2",18,x=18,,,60,,,typing
214,"Solve for x.

6=x/4",24,x=24,,,60,,,typing
215,"Solve for x.

12/x=2",6,x=6,,,60,,,typing
216,"Solve for x.

x-9=5",14,x=14,,,60,,,typing
217,"Solve for x.

4=12/x",3,x=3,,,60,,,typing
218,"Solve for x.

8=x/3",24,x=24,,,60,,,typing
219,"Solve for x.

x-9=4",13,x=13,,,60,,,typing
220,"Solve for x.

13=x+5",8,x=8,,,60,,,typing
221,"Solve for x.

5+x=13",8,x=8,,,60,,,typing
222,"Solve for x.

2*x=12",6,x=6,,,60,,,typing
223,"Solve for x.

7=x/5",35,x=35,,,60,,,typing
224,"Solve for x.

54/x=9",6,x=6,,,60,,,typing
225,"Solve for x.

x+6=15",9,x=9,,,60,,,typing
226,"Solve for x.

4=x/6",24,x=24,,,60,,,typing
227,"Solve for x.

3*x=15",5,x=5,,,60,,,typing
228,"Solve for x.

8=40/x",5,x=5,,,60,,,typing
229,"Solve for x.

15=6+x",9,x=9,,,60,,,typing
230,"Solve for x.

6=x/2",12,x=12,,,60,,,typing
231,"Solve for x.

x/9=7",63,x=63,,,60,,,typing
232,"Solve for x.

8+x=10",2,x=2,,,60,,,typing
233,"Solve for x.

3=15/x",5,x=5,,,60,,,typing
234,"Solve for x.

x-2=4",6,x=6,,,60,,,typing
235,"Solve for x.

20/x=4",5,x=5,,,60,,,typing
236,"Solve for x.

3=5-x",2,x=2,,,60,,,typing
237,"Solve for x.

8/x=2",4,x=4,,,60,,,typing
238,"Solve for x.

2=x/3",6,x=6,,,60,,,typing
239,"Solve for x.

9=x+4",5,x=5,,,60,,,typing
240,"Solve for x.

32/x=4",8,x=8,,,60,,,typing
241,"Solve for x.

2=x/3",6,x=6,,,60,,,typing
242,"Solve for x.

4+x=10",6,x=6,,,60,,,typing
243,"Solve for x.

x/6=8",48,x=48,,,60,,,typing
244,"Solve for x.

12=5+x",7,x=7,,,60,,,typing
245,"Solve for x.

2=14/x",7,x=7,,,60,,,typing
246,"Solve for x.

14=x+6",8,x=8,,,60,,,typing
247,"Solve for x.

12-x=3",9,x=9,,,60,,,typing
248,"Solve for x.

12-x=3",9,x=9,,,60,,,typing
249,"Solve for x.

56/x=7",8,x=8,,,60,,,typing
250,"Solve for x.

21/x=3",7,x=7,,,60,,,typing
251,"Solve for x.

x-6=7",13,x=13,,,60,,,typing
252,"Solve for x.

54=x*9",6,x=6,,,60,,,typing
253,"Solve for x.

x/4=3",12,x=12,,,60,,,typing
254,"Solve for x.

x*6=24",4,x=4,,,60,,,typing
255,"Solve for x.

8=17-x",9,x=9,,,60,,,typing
256,"Solve for x.

18=x*9",2,x=2,,,60,,,typing
257,"Solve for x.

x/8=2",16,x=16,,,60,,,typing
258,"Solve for x.

6=x/4",24,x=24,,,60,,,typing
259,"Solve for x.

7=x/4",28,x=28,,,60,,,typing
260,"Solve for x.

8=17-x",9,x=9,,,60,,,typing
261,"Solve for x.

x/3=7",21,x=21,,,60,,,typing
262,"Solve for x.

x+9=17",8,x=8,,,60,,,typing
263,"Solve for x.

8=x*2",4,x=4,,,60,,,typing
264,"Solve for x.

40=5*x",8,x=8,,,60,,,typing
265,"Solve for x.

8=x-9",17,x=17,,,60,,,typing
266,"Solve for x.

x/3=4",12,x=12,,,60,,,typing
267,"Solve for x.

8=x-3",11,x=11,,,60,,,typing
268,"Solve for x.

9-x=4",5,x=5,,,60,,,typing
269,"Solve for x.

10=4+x",6,x=6,,,60,,,typing
270,"Solve for x.

11=3+x",8,x=8,,,60,,,typing
271,"Solve for x.

21=x*7",3,x=3,,,60,,,typing
272,"Solve for x.

10=x+7",3,x=3,,,60,,,typing
273,"Solve for x.

x/7=6",42,x=42,,,60,,,typing
274,"Solve for x.

2*x=14",7,x=7,,,60,,,typing
275,"Solve for x.

2=7-x",5,x=5,,,60,,,typing
276,"Solve for x.

54=x*9",6,x=6,,,60,,,typing
277,"Solve for x.

x/3=7",21,x=21,,,60,,,typing
278,"Solve for x.

11-x=6",5,x=5,,,60,,,typing
279,"Solve for x.

5*x=35",7,x=7,,,60,,,typing
280,"Solve for x.

6-x=4",2,x=2,,,60,,,typing
281,"Solve for x.

28=x*7",4,x=4,,,60,,,typing
282,"Solve for x.

63/x=7",9,x=9,,,60,,,typing
283,"Solve for x.

30=x*5",6,x=6,,,60,,,typing
284,"Solve for x.

8/x=4",2,x=2,,,60,,,typing
285,"Solve for x.

10-x=7",3,x=3,,,60,,,typing
286,"Solve for x.

x-6=2",8,x=8,,,60,,,typing
287,"Solve for x.

45/x=9",5,x=5,,,60,,,typing
288,"Solve for x.

7=x-9",16,x=16,,,60,,,typing
289,"Solve for x.

6=2+x",4,x=4,,,60,,,typing
290,"Solve for x.

3=6/x",2,x=2,,,60,,,typing
291,"Solve for x.

9*x=36",4,x=4,,,60,,,typing
292,"Solve for x.

x*7=21",3,x=3,,,60,,,typing
293,"Solve for x.

20/x=5",4,x=4,,,60,,,typing
294,"Solve for x.

7=35/x",5,x=5,,,60,,,typing
295,"Solve for x.

x/7=2",14,x=14,,,60,,,typing
296,"Solve for x.

x/7=4",28,x=28,,,60,,,typing
297,"Solve for x.

3=x/4",12,x=12,,,60,,,typing
298,"Solve for x.

x*4=12",3,x=3,,,60,,,typing
299,"Solve for x.

8+x=13",5,x=5,,,60,,,typing
300,"Solve for x.

7-x=4",3,x=3,,,60,,,typing
301,"Solve for x.

7=12-x",5,x=5,,,60,,,typing
302,"Solve for x.

8-x=6",2,x=2,,,60,,,typing
303,"Solve for x.

x/2=6",12,x=12,,,60,,,typing
304,"Solve for x.

12=x+8",4,x=4,,,60,,,typing
305,"Solve for x.

8=11-x",3,x=3,,,60,,,typing
306,"Solve for x.

30/x=5",6,x=6,,,60,,,typing
307,"Solve for x.

9=x-5",14,x=14,,,60,,,typing
308,"Solve for x.

3+x=5",2,x=2,,,60,,,typing
309,"Solve for x.

15=x+9",6,x=6,,,60,,,typing
310,"Solve for x.

28/x=4",7,x=7,,,60,,,typing
311,"Solve for x.

15/x=5",3,x=3,,,60,,,typing
312,"Solve for x.

21/x=7",3,x=3,,,60,,,typing
313,"Solve for x.

9=x-5",14,x=14,,,60,,,typing
314,"Solve for x.

6=x/7",42,x=42,,,60,,,typing
315,"Solve for x.

2=x-3",5,x=5,,,60,,,typing
316,"Solve for x.

20/x=5",4,x=4,,,60,,,typing
317,"Solve for x.

36/x=9",4,x=4,,,60,,,typing
318,"Solve for x.

12=x+4",8,x=8,,,60,,,typing
319,"Solve for x.

6=48/x",8,x=8,,,60,,,typing
320,"Solve for x.

x-9=6",15,x=15,,,60,,,typing
321,"Solve for x.

8=13-x",5,x=5,,,60,,,typing
322,"Solve for x.

2=18/x",9,x=9,,,60,,,typing
323,"Solve for x.

x/8=7",56,x=56,,,60,,,typing
324,"Solve for x.

x+4=6",2,x=2,,,60,,,typing
325,"Solve for x.

7+x=16",9,x=9,,,60,,,typing
326,"Solve for x.

24/x=8",3,x=3,,,60,,,typing
327,"Solve for x.

3=x-9",12,x=12,,,60,,,typing
328,"Solve for x.

x/3=6",18,x=18,,,60,,,typing
329,"Solve for x.

8=x-4",12,x=12,,,60,,,typing
330,"Solve for x.

13=9+x",4,x=4,,,60,,,typing
331,"Solve for x.

x+8=17",9,x=9,,,60,,,typing
332,"Solve for x.

6=54/x",9,x=9,,,60,,,typing
333,"Solve for x.

12=x+9",3,x=3,,,60,,,typing
334,"Solve for x.

6=24/x",4,x=4,,,60,,,typing
335,"Solve for x.

7=x/5",35,x=35,,,60,,,typing
336,"Solve for x.

9=17-x",8,x=8,,,60,,,typing
337,"Solve for x.

2=x-9",11,x=11,,,60,,,typing
338,"Solve for x.

8=16/x",2,x=2,,,60,,,typing
339,"Solve for x.

6+x=9",3,x=3,,,60,,,typing
340,"Solve for x.

x-8=9",17,x=17,,,60,,,typing
341,"Solve for x.

4=36/x",9,x=9,,,60,,,typing
342,"Solve for x.

63/x=9",7,x=7,,,60,,,typing
343,"Solve for x.

x*2=18",9,x=9,,,60,,,typing
344,"Solve for x.

9=x-7",16,x=16,,,60,,,typing
345,"Solve for x.

9=11-x",2,x=2,,,60,,,typing
346,"Solve for x.

4*x=12",3,x=3,,,60,,,typing
347,"Solve for x.

8=72/x",9,x=9,,,60,,,typing
348,"Solve for x.

x-3=5",8,x=8,,,60,,,typing
349,"Solve for x.

x+4=13",9,x=9,,,60,,,typing
350,"Solve for x.

32/x=8",4,x=4,,,60,,,typing
351,"Solve for x.

3=11-x",8,x=8,,,60,,,typing
352,"Solve for x.

x+7=11",4,x=4,,,60,,,typing
353,"Solve for x.

x*3=15",5,x=5,,,60,,,typing
354,"Solve for x.

x/2=3",6,x=6,,,60,,,typing
355,"Solve for x.

9-x=5",4,x=4,,,60,,,typing
356,"Solve for x.

9=x-2",11,x=11,,,60,,,typing
357,"Solve for x.

x/9=2",18,x=18,,,60,,,typing
358,"Solve for x.

2+x=10",8,x=8,,,60,,,typing
359,"Solve for x.

9=15-x",6,x=6,,,60,,,typing
360,"Solve for x.

x/2=4",8,x=8,,,60,,,typing
361,"Solve for x.

x*8=56",7,x=7,,,60,,,typing
362,"Solve for x.

x-6=3",9,x=9,,,60,,,typing
363,"Solve for x.

x-4=6",10,x=10,,,60,,,typing
364,"Solve for x.

9=36/x",4,x=4,,,60,,,typing
365,"Solve for x.

x/4=8",32,x=32,,,60,,,typing
366,"Solve for x.

5=9-x",4,x=4,,,60,,,typing
367,"Solve for x.

9=x-8",17,x=17,,,60,,,typing
368,"Solve for x.

5=35/x",7,x=7,,,60,,,typing
369,"Solve for x.

48/x=8",6,x=6,,,60,,,typing
370,"Solve for x.

24=3*x",8,x=8,,,60,,,typing
371,"Solve for x.

2=x-8",10,x=10,,,60,,,typing
372,"Solve for x.

x-6=7",13,x=13,,,60,,,typing
373,"Solve for x.

x*6=12",2,x=2,,,60,,,typing
374,"Solve for x.

28/x=4",7,x=7,,,60,,,typing
375,"Solve for x.

11-x=6",5,x=5,,,60,,,typing
376,"Solve for x.

8=24/x",3,x=3,,,60,,,typing
377,"Solve for x.

x/6=8",48,x=48,,,60,,,typing
378,"Solve for x.

9=45/x",5,x=5,,,60,,,typing
379,"Solve for x.

x-5=7",12,x=12,,,60,,,typing
380,"Solve for x.

x/6=5",30,x=30,,,60,,,typing
381,"Solve for x.

4=20/x",5,x=5,,,60,,,typing
382,"Solve for x.

9=x-5",14,x=14,,,60,,,typing
383,"Solve for x.

2+x=9",7,x=7,,,60,,,typing
384,"Solve for x.

6=x*3",2,x=2,,,60,,,typing
385,"Solve for x.

16=x+7",9,x=9,,,60,,,typing
386,"Solve for x.

11=9+x",2,x=2,,,60,,,typing
387,"Solve for x.

6*x=48",8,x=8,,,60,,,typing
388,"Solve for x.

2=x/8",16,x=16,,,60,,,typing
389,"Solve for x.

x*4=32",8,x=8,,,60,,,typing
390,"Solve for x.

x-5=6",11,x=11,,,60,,,typing
391,"Solve for x.

2=7-x",5,x=5,,,60,,,typing
392,"Solve for x.

9+x=17",8,x=8,,,60,,,typing
393,"Solve for x.

8=10-x",2,x=2,,,60,,,typing
394,"Solve for x.

x/3=5",15,x=15,,,60,,,typing
395,"Solve for x.

36=4*x",9,x=9,,,60,,,typing
396,"Solve for x.

7=15-x",8,x=8,,,60,,,typing
397,"Solve for x.

x+5=14",9,x=9,,,60,,,typing
398,"Solve for x.

8=x-2",10,x=10,,,60,,,typing
399,"Solve for x.

x/7=8",56,x=56,,,60,,,typing
400,"Solve for x.

35/x=7",5,x=5,,,60,,,typing
401,"Solve for x.

9=x-2",11,x=11,,,60,,,typing
402,"Solve for x.

2=x/9",18,x=18,,,60,,,typing
403,"Solve for x.

11-x=4",7,x=7,,,60,,,typing
404,"Solve for x.

x-3=9",12,x=12,,,60,,,typing
405,"Solve for x.

36/x=9",4,x=4,,,60,,,typing
406,"Solve for x.

x-4=3",7,x=7,,,60,,,typing
407,"Solve for x.

x*9=54",6,x=6,,,60,,,typing
408,"Solve for x.

8=32/x",4,x=4,,,60,,,typing
409,"Solve for x.

11-x=7",4,x=4,,,60,,,typing
410,"Solve for x.

18=9*x",2,x=2,,,60,,,typing
411,"Solve for x.

x+2=10",8,x=8,,,60,,,typing
412,"Solve for x.

8=5+x",3,x=3,,,60,,,typing
413,"Solve for x.

7+x=13",6,x=6,,,60,,,typing
414,"Solve for x.

14=6+x",8,x=8,,,60,,,typing
415,"Solve for x.

8=x/2",16,x=16,,,60,,,typing
416,"Solve for x.

4=28/x",7,x=7,,,60,,,typing
417,"Solve for x.

3=27/x",9,x=9,,,60,,,typing
418,"Solve for x.

56/x=8",7,x=7,,,60,,,typing
419,"Solve for x.

x+7=13",6,x=6,,,60,,,typing
420,"Solve for x.

x-8=7",15,x=15,,,60,,,typing
421,"Solve for x.

15=x*5",3,x=3,,,60,,,typing
422,"Solve for x.

x-6=3",9,x=9,,,60,,,typing
423,"Solve for x.

4+x=6",2,x=2,,,60,,,typing
424,"Solve for x.

42=x*7",6,x=6,,,60,,,typing
425,"Solve for x.

6=x/9",54,x=54,,,60,,,typing
426,"Solve for x.

x/9=5",45,x=45,,,60,,,typing
427,"Solve for x.

12=4*x",3,x=3,,,60,,,typing
428,"Solve for x.

x-3=9",12,x=12,,,60,,,typing
429,"Solve for x.

x+8=11",3,x=3,,,60,,,typing
430,"Solve for x.

20=x*4",5,x=5,,,60,,,typing
431,"Solve for x.

20=5*x",4,x=4,,,60,,,typing
432,"Solve for x.

5=x/4",20,x=20,,,60,,,typing
433,"Solve for x.

63=x*7",9,x=9,,,60,,,typing
434,"Solve for x.

9-x=7",2,x=2,,,60,,,typing
435,"Solve for x.

2=10/x",5,x=5,,,60,,,typing
436,"Solve for x.

x-6=5",11,x=11,,,60,,,typing
437,"Solve for x.

11-x=8",3,x=3,,,60,,,typing
438,"Solve for x.

9=72/x",8,x=8,,,60,,,typing
439,"Solve for x.

2=8-x",6,x=6,,,60,,,typing
440,"Solve for x.

2=10/x",5,x=5,,,60,,,typing
441,"Solve for x.

40=8*x",5,x=5,,,60,,,typing
442,"Solve for x.

5=35/x",7,x=7,,,60,,,typing
443,"Solve for x.

12-x=4",8,x=8,,,60,,,typing
444,"Solve for x.

x/3=4",12,x=12,,,60,,,typing
445,"Solve for x.

x/6=5",30,x=30,,,60,,,typing
446,"Solve for x.

x+8=17",9,x=9,,,60,,,typing
447,"Solve for x.

15-x=6",9,x=9,,,60,,,typing
448,"Solve for x.

3=21/x",7,x=7,,,60,,,typing
449,"Solve for x.

x+3=12",9,x=9,,,60,,,typing
450,"Solve for x.

12=2*x",6,x=6,,,60,,,typing
451,"Solve for x.

4=x-8",12,x=12,,,60,,,typing
