"Blooket
52,"Rewrite using addition: -7 - 7",-7+-7,-7 + -7,-7+(-7),-7 + (-7),12,,,typing
53,"Rewrite using addition: -7 - 8",-7+-8,-7 + -8,-7+(-8),-7 + (-8),12,,,typing
54,"Rewrite using addition: -7 - 9",-7+-9,-7 + -9,-7+(-9),-7 + (-9),12,,,typing
55,"Rewrite using addition: -6 - (-9)",-6+9,-6 + 9,,,12,,,typing
56,"Rewrite using addition: -6 - (-8)",-6+8,-6 + 8,,,12,,,typing
57,"Rewrite using addition: -6 - (-7)",-6+7,-6 + 7,,,12,,,typing
58,"Rewrite using addition: -6 - (-6)",-6+6,-6 + 6,,,12,,,typing
59,"Rewrite using addition: -6 - (-5)",-6+5,-6 + 5,,,12,,,typing
60,"Rewrite using addition: -6 - (-4)",-6+4,-6 + 4,,,12,,,typing
61,"Rewrite using addition: -6 - (-3)",-6+3,-6 + 3,,,12,,,typing
62,"Rewrite using addition: -6 - (-2)",-6+2,-6 + 2,,,12,,,typing
63,"Rewrite using addition: -6 - (-1)",-6+1,-6 + 1,,,12,,,typing
64,"Rewrite using addition: -6 - 1",-6+-1,-6 + -1,-6+(-1),-6 + (-1),12,,,typing
65,"Rewrite using addition: -6 - 2",-6+-2,-6 + -2,-6+(-2),-6 + (-2),12,,,typing
66,"Rewrite using addition: -6 - 3",-6+-3,-6 + -3,-6+(-3),-6 + (-3),12,,,typing
67,"Rewrite using addition: -6 - 4",-6+-4,-6 + -4,-6+(-4),-6 + (-4),12,,,typing
68,"Rewrite using addition: -6 - 5",-6+-5,-6 + -5,-6+(-5),-6 + (-5),12,,,typing
69,"Rewrite using addition: -6 - 6",-6+-6,-6 + -6,-6+(-6),-6 + (-6),12,,,typing
70,"Rewrite using addition: -6 - 7",-6+-7,-6 + -7,-6+(-7),-6 + (-7),12,,,typing
71,"Rewrite using addition: -6 - 8",-6+-8,-6 + -8,-6+(-8),-6 + (-8),12,,,typing
72,"Rewrite using addition: -6 - 9",-6+-9,-6 + -9,-6+(-9),-6 + (-9),12,,,typing
73,"Rewrite using addition: -5 - (-9)",-5+9,-5 + 9,,,12,,,typing
74,"Rewrite using addition: -5 - (-8)",-5+8,-5 + 8,,,12,,,typing
75,"Rewrite using addition: -5 - (-7)",-5+7,-5 + 7,,,12,,,typing
76,"Rewrite using addition: -5 - (-6)",-5+6,-5 + 6,,,12,,,typing
77,"Rewrite using addition: -5 - (-5)",-5+5,-5 + 5,,,12,,,typing
78,"Rewrite using addition: -5 - (-4)",-5+4,-5 + 4,,,12,,,typing
79,"Rewrite using addition: -5 - (-3)",-5+3,-5 + 3,,,12,,,typing
80,"Rewrite using addition: -5 - (-2)",-5+2,-5 + 2,,,12,,,typing
81,"Rewrite using addition: -5 - (-1)",-5+1,-5 + 1,,,12,,,typing
82,"Rewrite using addition: -5 - 1",-5+-1,-5 + -1,-5+(-1),-5 + (-1),12,,,typing
83,"Rewrite using addition: -5 - 2",-5+-2,-5 + -2,-5+(-2),-5 + (-2),12,,,typing
84,"Rewrite using addition: -5 - 3",-5+-3,-5 + -3,-5+(-3),-5 + (-3),12,,,typing
85,"Rewrite using addition: -5 - 4",-5+-4,-5 + -4,-5+(-4),-5 + (-4),12,,,typing
86,"Rewrite using addition: -5 - 5",-5+-5,-5 + -5,-5+(-5),-5 + (-5),12,,,typing
87,"Rewrite using addition: -5 - 6",-5+-6,-5 + -6,-5+(-6),-5 + (-6),12,,,typing
88,"Rewrite using addition: -5 - 7",-5+-7,-5 + -7,-5+(-7),-5 + (-7),12,,,typing
89,"Rewrite using addition: -5 - 8",-5+-8,-5 + -8,-5+(-8),-5 + (-8),12,,,typing
90,"Rewrite using addition: -5 - 9",-5+-9,-5 + -9,-5+(-9),-5 + (-9),12,,,typing
91,"Rewrite using addition: -4 - (-9)",-4+9,-4 + 9,,,12,,,typing
92,"Rewrite using addition: -4 - (-8)",-4+8,-4 + 8,,,12,,,typing
93,"Rewrite using addition: -4 - (-7)",-4+7,-4 + 7,,,12,,,typing
94,"Rewrite using addition: -4 - (-6)",-4+6,-4 + 6,,,12,,,typing
95,"Rewrite using addition: -4 - (-5)",-4+5,-4 + 5,,,12,,,typing
96,"Rewrite using addition: -4 - (-4)",-4+4,-4 + 4,,,12,,,typing
97,"Rewrite using addition: -4 - (-3)",-4+3,-4 + 3,,,12,,,typing
98,"Rewrite using addition: -4 - (-2)",-4+2,-4 + 2,,,12,,,typing
99,"Rewrite using addition: -4 - (-1)",-4+1,-4 + 1,,,12,,,typing
100,"Rewrite using addition: -4 - 1",-4+-1,-4 + -1,-4+(-1),-4 + (-1),12,,,typing
101,"Rewrite using addition: -4 - 2",-4+-2,-4 + -2,-4+(-2),-4 + (-2),12,,,typing
102,"Rewrite using addition: -4 - 3",-4+-3,-4 + -3,-4+(-3),-4 + (-3),12,,,typing
103,"Rewrite using addition: -4 - 4",-4+-4,-4 + -4,-4+(-4),-4 + (-4),12,,,typing
104,"Rewrite using addition: -4 - 5",-4+-5,-4 + -5,-4+(-5),-4 + (-5),12,,,typing
105,"Rewrite using addition: -4 - 6",-4+-6,-4 + -6,-4+(-6),-4 + (-6),12,,,typing
106,"Rewrite using addition: -4 - 7",-4+-7,-4 + -7,-4+(-7),-4 + (-7),12,,,typing
107,"Rewrite using addition: -4 - 8",-4+-8,-4 + -8,-4+(-8),-4 + (-8),12,,,typing
108,"Rewrite using addition: -4 - 9",-4+-9,-4 + -9,-4+(-9),-4 + (-9),12,,,typing
109,"Rewrite using addition: -3 - (-9)",-3+9,-3 + 9,,,12,,,typing
110,"Rewrite using addition: -3 - (-8)",-3+8,-3 + 8,,,12,,,typing
111,"Rewrite using addition: -3 - (-7)",-3+7,-3 + 7,,,12,,,typing
112,"Rewrite using addition: -3 - (-6)",-3+6,-3 + 6,,,12,,,typing
113,"Rewrite using addition: -3 - (-5)",-3+5,-3 + 5,,,12,,,typing
114,"Rewrite using addition: -3 - (-4)",-3+4,-3 + 4,,,12,,,typing
115,"Rewrite using addition: -3 - (-3)",-3+3,-3 + 3,,,12,,,typing
116,"Rewrite using addition: -3 - (-2)",-3+2,-3 + 2,,,12,,,typing
117,"Rewrite using addition: -3 - (-1)",-3+1,-3 + 1,,,12,,,typing
118,"Rewrite using addition: -3 - 1",-3+-1,-3 + -1,-3+(-1),-3 + (-1),12,,,typing
119,"Rewrite using addition: -3 - 2",-3+-2,-3 + -2,-3+(-2),-3 + (-2),12,,,typing
120,"Rewrite using addition: -3 - 3",-3+-3,-3 + -3,-3+(-3),-3 + (-3),12,,,typing
121,"Rewrite using addition: -3 - 4",-3+-4,-3 + -4,-3+(-4),-3 + (-4),12,,,typing
122,"Rewrite using addition: -3 - 5",-3+-5,-3 + -5,-3+(-5),-3 + (-5),12,,,typing
123,"Rewrite using addition: -3 - 6",-3+-6,-3 + -6,-3+(-6),-3 + (-6),12,,,typing
124,"Rewrite using addition: -3 - 7",-3+-7,-3 + -7,-3+(-7),-3 + (-7),12,,,typing
125,"Rewrite using addition: -3 - 8",-3+-8,-3 + -8,-3+(-8),-3 + (-8),12,,,typing
126,"Rewrite using addition: -3 - 9",-3+-9,-3 + -9,-3+(-9),-3 + (-9),12,,,typing
127,"Rewrite using addition: -2 - (-9)",-2+9,-2 + 9,,,12,,,typing
128,"Rewrite using addition: -2 - (-8)",-2+8,-2 + 8,,,12,,,typing
129,"Rewrite using addition: -2 - (-7)",-2+7,-2 + 7,,,12,,,typing
130,"Rewrite using addition: -2 - (-6)",-2+6,-2 + 6,,,12,,,typing
131,"Rewrite using addition: -2 - (-5)",-2+5,-2 + 5,,,12,,,typing
132,"Rewrite using addition: -2 - (-4)",-2+4,-2 + 4,,,12,,,typing
133,"Rewrite using addition: -2 - (-3)",-2+3,-2 + 3,,,12,,,typing
134,"Rewrite using addition: -2 - (-2)",-2+2,-2 + 2,,,12,,,typing
135,"Rewrite using addition: -2 - (-1)",-2+1,-2 + 1,,,12,,,typing
136,"Rewrite using addition: -2 - 1",-2+-1,-2 + -1,-2+(-1),-2 + (-1),12,,,typing
137,"Rewrite using addition: -2 - 2",-2+-2,-2 + -2,-2+(-2),-2 + (-2),12,,,typing
138,"Rewrite using addition: -2 - 3",-2+-3,-2 + -3,-2+(-3),-2 + (-3),12,,,typing
139,"Rewrite using addition: -2 - 4",-2+-4,-2 + -4,-2+(-4),-2 + (-4),12,,,typing
140,"Rewrite using addition: -2 - 5",-2+-5,-2 + -5,-2+(-5),-2 + (-5),12,,,typing
141,"Rewrite using addition: -2 - 6",-2+-6,-2 + -6,-2+(-6),-2 + (-6),12,,,typing
142,"Rewrite using addition: -2 - 7",-2+-7,-2 + -7,-2+(-7),-2 + (-7),12,,,typing
143,"Rewrite using addition: -2 - 8",-2+-8,-2 + -8,-2+(-8),-2 + (-8),12,,,typing
144,"Rewrite using addition: -2 - 9",-2+-9,-2 + -9,-2+(-9),-2 + (-9),12,,,typing
145,"Rewrite using addition: -1 - (-9)",-1+9,-1 + 9,,,12,,,typing
146,"Rewrite using addition: -1 - (-8)",-1+8,-1 + 8,,,12,,,typing
147,"Rewrite using addition: -1 - (-7)",-1+7,-1 + 7,,,12,,,typing
148,"Rewrite using addition: -1 - (-6)",-1+6,-1 + 6,,,12,,,typing
149,"Rewrite using addition: -1 - (-5)",-1+5,-1 + 5,,,12,,,typing
150,"Rewrite using addition: -1 - (-4)",-1+4,-1 + 4,,,12,,,typing
151,"Rewrite using addition: -1 - (-3)",-1+3,-1 + 3,,,12,,,typing
152,"Rewrite using addition: -1 - (-2)",-1+2,-1 + 2,,,12,,,typing
153,"Rewrite using addition: -1 - (-1)",-1+1,-1 + 1,,,12,,,typing
154,"Rewrite using addition: -1 - 1",-1+-1,-1 + -1,-1+(-1),-1 + (-1),12,,,typing
155,"Rewrite using addition: -1 - 2",-1+-2,-1 + -2,-1+(-2),-1 + (-2),12,,,typing
156,"Rewrite using addition: -1 - 3",-1+-3,-1 + -3,-1+(-3),-1 + (-3),12,,,typing
157,"Rewrite using addition: -1 - 4",-1+-4,-1 + -4,-1+(-4),-1 + (-4),12,,,typing
158,"Rewrite using addition: -1 - 5",-1+-5,-1 + -5,-1+(-5),-1 + (-5),12,,,typing
159,"Rewrite using addition: -1 - 6",-1+-6,-1 + -6,-1+(-6),-1 + (-6),12,,,typing
160,"Rewrite using addition: -1 - 7",-1+-7,-1 + -7,-1+(-7),-1 + (-7),12,,,typing
161,"Rewrite using addition: -1 - 8",-1+-8,-1 + -8,-1+(-8),-1 + (-8),12,,,typing
162,"Rewrite using addition: -1 - 9",-1+-9,-1 + -9,-1+(-9),-1 + (-9),12,,,typing
163,"Rewrite using addition: 1 - (-9)",1+9,1 + 9,,,12,,,typing
164,"Rewrite using addition: 1 - (-8)",1+8,1 + 8,,,12,,,typing
165,"Rewrite using addition: 1 - (-7)",1+7,1 + 7,,,12,,,typing
166,"Rewrite using addition: 1 - (-6)",1+6,1 + 6,,,12,,,typing
167,"Rewrite using addition: 1 - (-5)",1+5,1 + 5,,,12,,,typing
168,"Rewrite using addition: 1 - (-4)",1+4,1 + 4,,,12,,,typing
169,"Rewrite using addition: 1 - (-3)",1+3,1 + 3,,,12,,,typing
170,"Rewrite using addition: 1 - (-2)",1+2,1 + 2,,,12,,,typing
171,"Rewrite using addition: 1 - (-1)",1+1,1 + 1,,,12,,,typing
172,"Rewrite using addition: 1 - 1",1+-1,1 + -1,1+(-1),1 + (-1),12,,,typing
173,"Rewrite using addition: 1 - 2",1+-2,1 + -2,1+(-2),1 + (-2),12,,,typing
174,"Rewrite using addition: 1 - 3",1+-3,1 + -3,1+(-3),1 + (-3),12,,,typing
175,"Rewrite using addition: 1 - 4",1+-4,1 + -4,1+(-4),1 + (-4),12,,,typing
176,"Rewrite using addition: 1 - 5",1+-5,1 + -5,1+(-5),1 + (-5),12,,,typing
177,"Rewrite using addition: 1 - 6",1+-6,1 + -6,1+(-6),1 + (-6),12,,,typing
178,"Rewrite using addition: 1 - 7",1+-7,1 + -7,1+(-7),1 + (-7),12,,,typing
179,"Rewrite using addition: 1 - 8",1+-8,1 + -8,1+(-8),1 + (-8),12,,,typing
180,"Rewrite using addition: 1 - 9",1+-9,1 + -9,1+(-9),1 + (-9),12,,,typing
181,"Rewrite using addition: 2 - (-9)",2+9,2 + 9,,,12,,,typing
182,"Rewrite using addition: 2 - (-8)",2+8,2 + 8,,,12,,,typing
183,"Rewrite using addition: 2 - (-7)",2+7,2 + 7,,,12,,,typing
184,"Rewrite using addition: 2 - (-6)",2+6,2 + 6,,,12,,,typing
185,"Rewrite using addition: 2 - (-5)",2+5,2 + 5,,,12,,,typing
186,"Rewrite using addition: 2 - (-4)",2+4,2 + 4,,,12,,,typing
187,"Rewrite using addition: 2 - (-3)",2+3,2 + 3,,,12,,,typing
188,"Rewrite using addition: 2 - (-2)",2+2,2 + 2,,,12,,,typing
189,"Rewrite using addition: 2 - (-1)",2+1,2 + 1,,,12,,,typing
190,"Rewrite using addition: 2 - 1",2+-1,2 + -1,2+(-1),2 + (-1),12,,,typing
191,"Rewrite using addition: 2 - 2",2+-2,2 + -2,2+(-2),2 + (-2),12,,,typing
192,"Rewrite using addition: 2 - 3",2+-3,2 + -3,2+(-3),2 + (-3),12,,,typing
193,"Rewrite using addition: 2 - 4",2+-4,2 + -4,2+(-4),2 + (-4),12,,,typing
194,"Rewrite using addition: 2 - 5",2+-5,2 + -5,2+(-5),2 + (-5),12,,,typing
195,"Rewrite using addition: 2 - 6",2+-6,2 + -6,2+(-6),2 + (-6),12,,,typing
196,"Rewrite using addition: 2 - 7",2+-7,2 + -7,2+(-7),2 + (-7),12,,,typing
197,"Rewrite using addition: 2 - 8",2+-8,2 + -8,2+(-8),2 + (-8),12,,,typing
198,"Rewrite using addition: 2 - 9",2+-9,2 + -9,2+(-9),2 + (-9),12,,,typing
199,"Rewrite using addition: 3 - (-9)",3+9,3 + 9,,,12,,,typing
200,"Rewrite using addition: 3 - (-8)",3+8,3 + 8,,,12,,,typing
201,"Rewrite using addition: 3 - (-7)",3+7,3 + 7,,,12,,,typing
202,"Rewrite using addition: 3 - (-6)",3+6,3 + 6,,,12,,,typing
203,"Rewrite using addition: 3 - (-5)",3+5,3 + 5,,,12,,,typing
204,"Rewrite using addition: 3 - (-4)",3+4,3 + 4,,,12,,,typing
205,"Rewrite using addition: 3 - (-3)",3+3,3 + 3,,,12,,,typing
206,"Rewrite using addition: 3 - (-2)",3+2,3 + 2,,,12,,,typing
207,"Rewrite using addition: 3 - (-1)",3+1,3 + 1,,,12,,,typing
208,"Rewrite using addition: 3 - 1",3+-1,3 + -1,3+(-1),3 + (-1),12,,,typing
209,"Rewrite using addition: 3 - 2",3+-2,3 + -2,3+(-2),3 + (-2),12,,,typing
210,"Rewrite using addition: 3 - 3",3+-3,3 + -3,3+(-3),3 + (-3),12,,,typing
211,"Rewrite using addition: 3 - 4",3+-4,3 + -4,3+(-4),3 + (-4),12,,,typing
212,"Rewrite using addition: 3 - 5",3+-5,3 + -5,3+(-5),3 + (-5),12,,,typing
213,"Rewrite using addition: 3 - 6",3+-6,3 + -6,3+(-6),3 + (-6),12,,,typing
214,"Rewrite using addition: 3 - 7",3+-7,3 + -7,3+(-7),3 + (-7),12,,,typing
215,"Rewrite using addition: 3 - 8",3+-8,3 + -8,3+(-8),3 + (-8),12,,,typing
216,"Rewrite using addition: 3 - 9",3+-9,3 + -9,3+(-9),3 + (-9),12,,,typing
217,"Rewrite using addition: 4 - (-9)",4+9,4 + 9,,,12,,,typing
218,"Rewrite using addition: 4 - (-8)",4+8,4 + 8,,,12,,,typing
219,"Rewrite using addition: 4 - (-7)",4+7,4 + 7,,,12,,,typing
220,"Rewrite using addition: 4 - (-6)",4+6,4 + 6,,,12,,,typing
221,"Rewrite using addition: 4 - (-5)",4+5,4 + 5,,,12,,,typing
222,"Rewrite using addition: 4 - (-4)",4+4,4 + 4,,,12,,,typing
223,"Rewrite using addition: 4 - (-3)",4+3,4 + 3,,,12,,,typing
224,"Rewrite using addition: 4 - (-2)",4+2,4 + 2,,,12,,,typing
225,"Rewrite using addition: 4 - (-1)",4+1,4 + 1,,,12,,,typing
226,"Rewrite using addition: 4 - 1",4+-1,4 + -1,4+(-1),4 + (-1),12,,,typing
227,"Rewrite using addition: 4 - 2",4+-2,4 + -2,4+(-2),4 + (-2),12,,,typing
228,"Rewrite using addition: 4 - 3",4+-3,4 + -3,4+(-3),4 + (-3),12,,,typing
229,"Rewrite using addition: 4 - 4",4+-4,4 + -4,4+(-4),4 + (-4),12,,,typing
230,"Rewrite using addition: 4 - 5",4+-5,4 + -5,4+(-5),4 + (-5),12,,,typing
231,"Rewrite using addition: 4 - 6",4+-6,4 + -6,4+(-6),4 + (-6),12,,,typing
232,"Rewrite using addition: 4 - 7",4+-7,4 + -7,4+(-7),4 + (-7),12,,,typing
233,"Rewrite using addition: 4 - 8",4+-8,4 + -8,4+(-8),4 + (-8),12,,,typing
234,"Rewrite using addition: 4 - 9",4+-9,4 + -9,4+(-9),4 + (-9),12,,,typing
235,"Rewrite using addition: 5 - (-9)",5+9,5 + 9,,,12,,,typing
236,"Rewrite using addition: 5 - (-8)",5+8,5 + 8,,,12,,,typing
237,"Rewrite using addition: 5 - (-7)",5+7,5 + 7,,,12,,,typing
238,"Rewrite using addition: 5 - (-6)",5+6,5 + 6,,,12,,,typing
239,"Rewrite using addition: 5 - (-5)",5+5,5 + 5,,,12,,,typing
240,"Rewrite using addition: 5 - (-4)",5+4,5 + 4,,,12,,,typing
241,"Rewrite using addition: 5 - (-3)",5+3,5 + 3,,,12,,,typing
242,"Rewrite using addition: 5 - (-2)",5+2,5 + 2,,,12,,,typing
243,"Rewrite using addition: 5 - (-1)",5+1,5 + 1,,,12,,,typing
244,"Rewrite using addition: 5 - 1",5+-1,5 + -1,5+(-1),5 + (-1),12,,,typing
245,"Rewrite using addition: 5 - 2",5+-2,5 + -2,5+(-2),5 + (-2),12,,,typing
246,"Rewrite using addition: 5 - 3",5+-3,5 + -3,5+(-3),5 + (-3),12,,,typing
247,"Rewrite using addition: 5 - 4",5+-4,5 + -4,5+(-4),5 + (-4),12,,,typing
248,"Rewrite using addition: 5 - 5",5+-5,5 + -5,5+(-5),5 + (-5),12,,,typing
249,"Rewrite using addition: 5 - 6",5+-6,5 + -6,5+(-6),5 + (-6),12,,,typing
250,"Rewrite using addition: 5 - 7",5+-7,5 + -7,5+(-7),5 + (-7),12,,,typing
251,"Rewrite using addition: 5 - 8",5+-8,5 + -8,5+(-8),5 + (-8),12,,,typing
252,"Rewrite using addition: 5 - 9",5+-9,5 + -9,5+(-9),5 + (-9),12,,,typing
253,"Rewrite using addition: 6 - (-9)",6+9,6 + 9,,,12,,,typing
254,"Rewrite using addition: 6 - (-8)",6+8,6 + 8,,,12,,,typing
255,"Rewrite using addition: 6 - (-7)",6+7,6 + 7,,,12,,,typing
256,"Rewrite using addition: 6 - (-6)",6+6,6 + 6,,,12,,,typing
257,"Rewrite using addition: 6 - (-5)",6+5,6 + 5,,,12,,,typing
258,"Rewrite using addition: 6 - (-4)",6+4,6 + 4,,,12,,,typing
259,"Rewrite using addition: 6 - (-3)",6+3,6 + 3,,,12,,,typing
260,"Rewrite using addition: 6 - (-2)",6+2,6 + 2,,,12,,,typing
261,"Rewrite using addition: 6 - (-1)",6+1,6 + 1,,,12,,,typing
262,"Rewrite using addition: 6 - 1",6+-1,6 + -1,6+(-1),6 + (-1),12,,,typing
263,"Rewrite using addition: 6 - 2",6+-2,6 + -2,6+(-2),6 + (-2),12,,,typing
264,"Rewrite using addition: 6 - 3",6+-3,6 + -3,6+(-3),6 + (-3),12,,,typing
265,"Rewrite using addition: 6 - 4",6+-4,6 + -4,6+(-4),6 + (-4),12,,,typing
266,"Rewrite using addition: 6 - 5",6+-5,6 + -5,6+(-5),6 + (-5),12,,,typing
267,"Rewrite using addition: 6 - 6",6+-6,6 + -6,6+(-6),6 + (-6),12,,,typing
268,"Rewrite using addition: 6 - 7",6+-7,6 + -7,6+(-7),6 + (-7),12,,,typing
269,"Rewrite using addition: 6 - 8",6+-8,6 + -8,6+(-8),6 + (-8),12,,,typing
270,"Rewrite using addition: 6 - 9",6+-9,6 + -9,6+(-9),6 + (-9),12,,,typing
271,"Rewrite using addition: 7 - (-9)",7+9,7 + 9,,,12,,,typing
272,"Rewrite using addition: 7 - (-8)",7+8,7 + 8,,,12,,,typing
273,"Rewrite using addition: 7 - (-7)",7+7,7 + 7,,,12,,,typing
274,"Rewrite using addition: 7 - (-6)",7+6,7 + 6,,,12,,,typing
275,"Rewrite using addition: 7 - (-5)",7+5,7 + 5,,,12,,,typing
276,"Rewrite using addition: 7 - (-4)",7+4,7 + 4,,,12,,,typing
277,"Rewrite using addition: 7 - (-3)",7+3,7 + 3,,,12,,,typing
278,"Rewrite using addition: 7 - (-2)",7+2,7 + 2,,,12,,,typing
279,"Rewrite using addition: 7 - (-1)",7+1,7 + 1,,,12,,,typing
280,"Rewrite using addition: 7 - 1",7+-1,7 + -1,7+(-1),7 + (-1),12,,,typing
281,"Rewrite using addition: 7 - 2",7+-2,7 + -2,7+(-2),7 + (-2),12,,,typing
282,"Rewrite using addition: 7 - 3",7+-3,7 + -3,7+(-3),7 + (-3),12,,,typing
283,"Rewrite using addition: 7 - 4",7+-4,7 + -4,7+(-4),7 + (-4),12,,,typing
284,"Rewrite using addition: 7 - 5",7+-5,7 + -5,7+(-5),7 + (-5),12,,,typing
285,"Rewrite using addition: 7 - 6",7+-6,7 + -6,7+(-6),7 + (-6),12,,,typing
286,"Rewrite using addition: 7 - 7",7+-7,7 + -7,7+(-7),7 + (-7),12,,,typing
287,"Rewrite using addition: 7 - 8",7+-8,7 + -8,7+(-8),7 + (-8),12,,,typing
288,"Rewrite using addition: 7 - 9",7+-9,7 + -9,7+(-9),7 + (-9),12,,,typing
289,"Rewrite using addition: 8 - (-9)",8+9,8 + 9,,,12,,,typing
290,"Rewrite using addition: 8 - (-8)",8+8,8 + 8,,,12,,,typing
291,"Rewrite using addition: 8 - (-7)",8+7,8 + 7,,,12,,,typing
292,"Rewrite using addition: 8 - (-6)",8+6,8 + 6,,,12,,,typing
293,"Rewrite using addition: 8 - (-5)",8+5,8 + 5,,,12,,,typing
294,"Rewrite using addition: 8 - (-4)",8+4,8 + 4,,,12,,,typing
295,"Rewrite using addition: 8 - (-3)",8+3,8 + 3,,,12,,,typing
296,"Rewrite using addition: 8 - (-2)",8+2,8 + 2,,,12,,,typing
297,"Rewrite using addition: 8 - (-1)",8+1,8 + 1,,,12,,,typing
298,"Rewrite using addition: 8 - 1",8+-1,8 + -1,8+(-1),8 + (-1),12,,,typing
